CODE,NAME
00111,MURDER NON-NEGLIGIENT MANSLAUGHTER
00112,KILLING OF FELON BY POLICE
00113,KILLING OF FELON BY CITIZEN
00114,KILLING OF POLICE BY FELON
00121,MANSLAUGHTER - VEHICLE - NEGLIGENCE
00122,MANSLAUGHTER - TRAIN ETC. VICTIM NON-NEGLIGENCE
00123,MANSLAUGHTER - NON-VEHICLE - NEGLIGENCE
00124,MANSLAUGHTER - VEHICLE - NEGLIGENCE OF VICTIM
00125,MANSLAUGHTER - TRAIN ETC. VICTIM NEGLIGENCE
00211,RAPE - FEMALE - FORCE
00212,RAPE - MALE - FORCE
00213,RAPE - FEMALE/MALE - FORCE - UNNATURAL ACT
00222,RAPE - FEMALE ATTEMPT FORCE
00223,RAPE - MALE - ATTEMPT FORCE
00224,RAPE - FEMALE/MALE - ATTEMPT FORCE - UNNATURAL ACT
00230,RAPE - FEMALE - ATTEMPT FORCE - UNDER 16
00231,RAPE - MALE - ATTEMPT FORCE - UNDER 16
00232,RAPE - FEMALE FORCE - UNDER 16
00233,RAPE - FEMALE - FORCE UNDER 16 DSS/DA REFFERRAL
00234,RAPE - MALE - FORCE - UNDER 16
00235,RAPE - MALE - FORCE - UNDER 16 DSS/DA REFERRAL
00236,RAPE - FEMALE - DRUGGING
00237,RAPE - MALE - DRUGGING
00241,RAPE - ATTEMPT - FORCIBLE
00242,RAPE - ATTEMPT - SODOMY
00243,RAPE - ATTEMPT - SEXUAL ASSAULT W/ OBJECT
00244,RAPE - ATTEMPT - FONDLING
00251,RAPE - COMPLETE - FORCIBLE
00252,RAPE - COMPLETE - SODOMY
00253,RAPE - COMPLETE - SEXUAL ASSAULT W/ OBJECT
00254,RAPE - COMPLETE - FONDLING
00261,RAPE - ATTEMPT - OTHER
00271,RAPE - COMPLETE - OTHER
00301,ROBBERY - FIREARM - BANK
00301,ROBBERY - STREET
00302,ROBBERY - FIREARM - BUSINESS
00303,ROBBERY - FIREARM - CHAIN STORE
00304,ROBBERY - FIREARM - GAS STATION
00305,ROBBERY - FIREARM  - MISCELLANEOUS
00306,ROBBERY - FIREARM - RESIDENCE
00307,ROBBERY - FIREARM - STREET
00308,ROBBERY - FIREARM - TAXI
00309,ROBBERY - KNIFE - BANK
00310,ROBBERY - KNIFE - BUSINESS
00311,ROBBERY - COMMERCIAL
00311,ROBBERY - KNIFE - CHAIN STORE
00312,ROBBERY - KNIFE - GAS STATION
00313,ROBBERY - KNIFE - MISCELLANEOUS
00314,ROBBERY - KNIFE- RESIDENCE
00315,ROBBERY - KNIFE - STREET
00316,ROBBERY - KNIFE - TAXI
00317,ROBBERY - OTHER WEAPON - BANK
00318,ROBBERY - OTHER WEAPON - BUSINESS
00319,ROBBERY - OTHER WEAPON - CHAIN STORE
00320,ROBBERY - OTHER WEAPON - GAS STATION
00321,ROBBERY - OTHER WEAPON - MISCELLANEOUS
00322,ROBBERY - OTHER WEAPON - RESIDENCE
00323,ROBBERY - OTHER WEAPON - STREET
00324,ROBBERY - OTHER WEAPON - TAXI
00333,ROBBERY - UNARMED - BANK
00334,ROBBERY - UNARMED - BUSINESS
00335,ROBBERY - UNARMED - CHAIN STORE
00336,ROBBERY - UNARMED - GAS STATION
00337,ROBBERY - UNARMED - MISCELLANEOUS
00338,ROBBERY - UNARMED - RESIDENCE
00339,ROBBERY - UNARMED - STREET
00340,ROBBERY - UNARMED - TAXI
00341,ROBBERY ATTEMPT - FIREARM - BANK
00342,ROBBERY ATTEMPT - FIREARM - BUSINESS
00343,ROBBERY ATTEMPT - FIREARM - CHAIN STORE
00344,ROBBERY ATTEMPT - FIREARM - GAS STATION
00345,ROBBERY ATTEMPT - FIREARM - MISCELLANEOUS
00346,ROBBERY ATTEMPT - FIREARM - RESIDENCE
00347,ROBBERY ATTEMPT - FIREARM - STREET
00348,ROBBERY ATTEMPT - FIREARM - TAXI
00349,ROBBERY ATTEMPT - KNIFE - BANK
00350,ROBBERY ATTEMPT - KNIFE - BUSINESS
00351,ROBBERY - BANK
00351,ROBBERY ATTEMPT - KNIFE - CHAIN STORE
00352,ROBBERY ATTEMPT - KNIFE - GAS STATION
00353,ROBBERY ATTEMPT - KNIFE - MISCELLANEOUS
00354,ROBBERY ATTEMPT - KNIFE - RESIDENCE
00355,ROBBERY ATTEMPT - KNIFE - STREET
00356,ROBBERY ATTEMPT - KNIFE - TAXI
00357,ROBBERY ATTEMPT - OTHER WEAPON - BANK
00358,ROBBERY ATTEMPT - OTHER WEAPON - BUSINESS
00359,ROBBERY ATTEMPT - OTHER WEAPON - CHAIN STORE
00360,ROBBERY ATTEMPT - OTHER WEAPON - GAS STATION
00361,ROBBERY - OTHER
00361,ROBBERY ATTEMPT - OTHER WEAPON - MISCELLANEOUS
00362,ROBBERY ATTEMPT - OTHER WEAPON - RESIDENCE
00363,ROBBERY ATTEMPT - OTHER WEAPON - STREET
00364,ROBBERY ATTEMPT - OTHER WEAPON - TAXI
00371,ROBBERY - HOME INVASION
00373,ROBERRY ATTEMPT - UNARMED - BANK
00374,ROBERRY ATTEMPT - UNARMED - BUSINESS
00375,ROBERRY ATTEMPT - UNARMED - CHAIN STORE
00376,ROBERRY ATTEMPT - UNARMED - GAS STATION
00377,ROBERRY ATTEMPT - UNARMED - MISCELLANEOUS
00378,ROBERRY ATTEMPT - UNARMED - RESIDENCE
00379,ROBERRY ATTEMPT - UNARMED - STREET
00380,ROBERRY ATTEMPT - UNARMED - TAXI
00381,ROBBERY - CAR JACKING
00401,ASSAULT & BATTERY D/W - GUN
00402,ASSAULT & BATTERY D/W - KNIFE
00403,ASSAULT & BATTERY D/W - OTHER
00404,"A&B HANDS, FEET, ETC.  - MED. ATTENTION REQ."
00411,ASSAULT D/W - GUN
00412,ASSAULT D/W - KNIFE
00413,ASSAULT - AGGRAVATED - BATTERY
00413,ASSAULT D/W - OTHER
00421,ASSAULT & BATTERY D/W - GUN ON POLICE OFFICER
00422,ASSAULT & BATTERY D/W - KNIFE ON POLICE OFFICER
00423,ASSAULT - AGGRAVATED
00423,ASSAULT & BATTERY D/W - OTHER ON POLICE OFFICER
00424,"A&B HANDS, FEET, ETC. - PO MED. ATTENTION REQ."
00431,ASSAULT D/W - GUN ON POLICE OFFICER
00432,ASSAULT D/W - KNIFE ON POLICE OFFICER
00433,ASSAULT D/W - OTHER ON POLICE OFFICER
00510,B&E RESIDENCE NIGHT - FORCE
00511,B&E RESIDENCE NIGHT - ATTEMPT FORCE
00512,B&E RESIDENCE NIGHT - NO FORCE
00517,B&E RESIDENCE NIGHT - NO PROP TAKEN
00520,B&E RESIDENCE DAY - FORCE
00520,BURGLARY - RESIDENTIAL - FORCE
00521,B&E RESIDENCE DAY - ATTEMPT FORCE
00521,BURGLARY - RESIDENTIAL - ATTEMPT
00522,B&E RESIDENCE DAY - NO FORCE
00522,BURGLARY - RESIDENTIAL - NO FORCE
00527,B&E RESIDENCE DAY - NO PROP TAKEN
00530,B&E NON-RESIDENCE NIGHT - FORCE
00531,B&E NON-RESIDENCE NIGHT - ATTEMPT FORCE
00532,B&E NON-RESIDENCE NIGHT - NO FORCE
00537,B&E NON-RESIDENCE NIGHT - NO PROP TAKEN
00540,B&E NON-RESIDENCE DAY - FORCIBLE
00540,BURGLARY - COMMERICAL - FORCE
00541,B&E NON-RESIDENCE DAY - ATTEMPT FORCE
00541,BURGLARY - COMMERICAL - ATTEMPT
00542,B&E NON-RESIDENCE DAY - NO FORCE
00542,BURGLARY - COMMERICAL - NO FORCE
00543,B&E NON-RESIDENCE DAY - NO PROP TAKEN
00547,B&E NON-RESIDENCE DAY - NO PROP TAKEN
00560,BURGLARY - OTHER - FORCE
00561,BURGLARY - OTHER - ATTEMPT
00562,BURGLARY - OTHER - NO FORCE
00611,LARCENY PICK-POCKET
00611,LARCENY PICK-POCKET $200 & OVER
00612,LARCENY PURSE SNATCH - NO FORCE
00612,LARCENY PURSE SNATCH INCL.NO FORCE $200 & OVER
00613,LARCENY SHOPLIFTING
00613,LARCENY SHOPLIFTING $200 & OVER
00614,LARCENY NON-ACCESSORY FROM VEH. $200 & OVER
00614,LARCENY THEFT FROM MV - NON-ACCESSORY
00615,LARCENY THEFT OF MV PARTS & ACCESSORIES
00615,LARCENY VEH. ACCESSORY $200 & OVER
00616,LARCENY BICYCLE $200 & OVER
00616,LARCENY THEFT OF BICYCLE
00617,LARCENY IN A BUILDING $200 & OVER
00617,LARCENY THEFT FROM BUILDING
00618,LARCENY FROM COIN MACHINE $200 AND OVER
00618,LARCENY THEFT FROM COIN-OP MACHINE
00619,LARCENY ALL OTHERS
00619,LARCENY OTHER $200 & OVER
00621,LARCENY PICK-POCKET $50 TO $199
00622,LARCENY PURSE SNATCH INCL.NO FORCE $50 TO $199
00623,LARCENY SHOPLIFTING $50 TO $199
00624,LARCENY NON-ACCESSORY FROM VEH. $50 TO $199
00625,LARCENY VEH. ACCESSORY $50 & $199
00626,LARCENY BICYCLE $50 TO $199
00627,LARCENY IN A BUILDING $50 TO $199
00628,LARCENY FROM COIN MACHINE $50 TO $199
00629,LARCENY OTHER $50 TO $199
00631,LARCENY PICK-POCKET UNDER $50
00632,LARCENY PURSE SNATCH INCL.NO FORCE UNDER $50
00633,LARCENY SHOPLIFTING UNDER $50
00634,LARCENY NON-ACCESSORY FROM VEH. UNDER $50
00635,LARCENY VEH. ACESSORY UNDER $50
00636,LARCENY BICYCLE UNDER $50
00637,LARCENY IN A BUILDING UNDER $50
00638,LARCENY FROM COIN MACHINE UNDER $50
00639,LARCENY OTHER UNDER $50
00649,LARCENY MOTOR VEHICLE PLATES
00670,RECOVERED STOLEN PLATE
00701,AUTO THEFT TRUCK - RECOVERED IN BY POLICE
00702,AUTO THEFT TRUCK - RECOVERED IN BY OTHER
00704,AUTO THEFT TRUCK
00706,AUTO THEFT - MOTORCYCLE
00706,AUTO THEFT - MOTORCYCLE / SCOOTER
00711,AUTO THEFT OTHER - RECOVERED IN BY POLICE
00712,AUTO THEFT OTHER - RECOVERED IN BY OTHER
00713,AUTO THEFT OTHER - RECOVERED OUTSIDE
00714,AUTO THEFT OTHER
00715,AUTO THEFT OTHER - OUTSIDE RECOVERED IN BOS
00723,ATTEMPTED AUTO THEFT
00724,AUTO THEFT
00727,AUTO THEFT - LEASED/RENTED VEHICLE
00727,AUTO THEFT LEASE/RENT VEHICLE
00735,AUTO THEFT - OUTSIDE - RECOVERED IN BOSTON
00735,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON)
00770,AUTO THEFT - RECOVERED IN BY POLICE
00780,AUTO THEFT - RECOVERED IN BY OTHER
00790,AUTO THEFT - RECOVERED OUTSIDE
00801,ASSAULT - SIMPLE
00801,SIMPLE ASSAULT
00802,ASSAULT & BATTERY
00802,ASSAULT SIMPLE - BATTERY
00803,A&B ON POLICE OFFICER
00804,STALKING
00900,ARSON
00901,ARSON - SINGLE DWELLING
00902,ARSON - MULTIPLE DWELLING
00905,ARSON - OTHER COMMERCIAL
00906,ARSON - COMMUNITY/PUB.STRUC.
00907,ARSON - ALL OTHER STRUCTURES
00920,ARSON - MOTOR VEHICLES
00930,ARSON - OTHER
01001,COUNTERFEITING
01001,FORGERY / COUNTERFEITING
01002,FORGERY OR UTTERING
01101,PASSING WORTHLESS CHECK
01102,FRAUD - FALSE PRETENSE
01102,FRAUD - FALSE PRETENSE / SCHEME
01103,CONFIDENCE GAMES
01105,FRAUDS - ALL OTHER
01106,FRAUD - CREDIT CARD / ATM FRAUD
01107,FRAUD - IMPERSONATION
01107,FRAUD - LARCENY BY SCHEME
01108,FRAUD - WELFARE
01109,FRAUD - WIRE
01201,EMBEZZLEMENT
01300,STOLEN PROPERTY - BUYING / RECEIVING / POSSESSING
01301,PROPERTY - BUYING STOLEN
01302,PROPERTY - RECEIVING STOLEN
01304,PROPERTY - STOLEN THEN RECOVERED
01401,WILFUL & MAL. DESTRUCTION OF PROPERTY W/ARREST
01402,VANDALISM
01415,GRAFFITI
01415,VANDALISM - GRAFFITI
01501,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC"
01501,FIREARM/WEAPON - CARRY - SELL - RENT
01502,FIREARM/WEAPON - VIOLATION
01502,WEAPON - FIREARM - SALE / TRAFFICKING
01503,"WEAPON - OTHER - CARRYING / POSSESSING, ETC"
01503,FIREARM/WEAPON - POSSESSION OF DANGEROUS
01504,WEAPON - OTHER - OTHER VIOLATION
01510,WEAPON - FIREARM - OTHER VIOLATION
01601,PROSTITUTION
01602,PROSTITUTION - SOLICITING
01603,PROSTITUTE - DERIVING SUPPORT
01603,PROSTITUTION - ASSISTING OR PROMOTING
01605,PROSTITUTE - COMMON NIGHTWALKER
01605,PROSTITUTION - COMMON NIGHTWALKER
01607,PROSTITUTION/VICE - OTHER
01610,HUMAN TRAFFICKING - COMMERCIAL SEX ACTS
01620,HUMAN TRAFFICKING - INVOLUNTARY SERVITUDE
01702,INDECENT A&B ON PERSON UNDER 14
01702,INDECENT ASSAULT AND BATTERY
01703,INDECENT EXPOSURE
01703,INDECENT EXPOSURE / LEWD AND LASCIVIOUS
01704,STATUTORY RAPE
01710,LEWD & LACIVIOUS SPEECH & BEHAVIOR
01711,OPEN & GROSS LEWDNESS
01720,SEX OFFENSE - OTHER
01721,FAILURE TO REGISTER AS A SEX OFFENDER
01723,SEARCH WARRANT - RAPE INVESTIGATION
01725,INDECENT A&B ON PERSON 14 AND OVER
01726,INDECENT A&B MENTALLY RETARDED PERSON UNDER 14
01727,INDECENT A&B MENTALLY RETARDED PERSON 14 AND OVER
01730,SEXUAL ASSAULT INVESTIGATION
01731,INCEST
01805,DRUGS - CLASS A TRAFFICKING OVER 18 GRAMS
01806,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS
01807,DRUGS - CLASS D TRAFFICKING OVER 50 GRAMS
01810,DRUGS - SALE / MANUFACTURING
01815,DRUGS - POSSESSION
01825,DRUGS - POSSESSION OF DRUG PARAPHANALIA
01830,DRUGS - SICK ASSIST - HEROIN
01831,DRUGS - SICK ASSIST - OTHER NARCOTIC
01832,DRUGS - SICK ASSIST - OTHER HARMFUL DRUG
01840,DRUGS - TRAFFICKING IN HEROIN
01841,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP
01842,"DRUGS - POSS CLASS A - HEROIN, ETC."
01843,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP
01843,DRUGS - PRESENT AT HEROIN
01844,DRUGS - POSS CLASS C
01845,DRUGS - POSS CLASS D
01846,DRUGS - POSS CLASS E
01847,DRUGS - POSS CLASS C - INTENT TO MFR DIST DISP
01847,DRUGS - TRAFFICKING IN COCAINE
01848,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP
01848,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP
01849,"DRUGS - POSS CLASS B - COCAINE, ETC."
01850,DRUGS - POSS CLASS E - INTENT TO MFR DIST DISP
01855,DRUGS - POSS CLASS C - INTENT TO MFR DIST DISP
01858,DRUGS - POSS  CLASS C
01863,"DRUGS - POSS CLASS D - MARIJUANA, ETC."
01864,DRUGS - POSS CLASS D - INTENT MFR DIST DISP
01866,DRUGS - POSS CLASS E INTENT TO MF DIST DISP
01868,DRUGS - POSS. HYPODERMIC NEEDLE
01870,DRUGS - CONSP TO VIOL CONT SUB ACT
01870,DRUGS - CONSP TO VIOL CONTROLLED SUBSTANCE
01873,DRUGS - UTTERING PRESC CONT SUBSTANCE
01874,DRUGS - OTHER
01875,DRUGS - SICK ASSIST - METH
01901,GAMBLING - BETTING / WAGERING
01902,GAMBLING - OPERATING/PROMOTING/ASSISTING
01903,GAMBLING - EQUIP VIOLATIONS
01904,GAMBLING - SPORTS TAMPERING
01921,GAMING OFFENSE
02003,CHILD ABUSE
02003,CHILD ENDANGERMENT (NO ASSAULT)
02004,CHILD ABANDONMENT
02004,CHILD ABANDONMENT (NO ASSAULT)
02005,CHILD ENDANGERMENT
02006,VIOL. OF RESTRAINING ORDER W ARREST
02006,VIOLATION - RESTRAINING ORDER
02007,VIOL. OF RESTRAINING ORDER W NO ARREST
02010,HOME INVASION
02101,OPERATING UNDER INFLUENCE - ALCOHOL
02101,OPERATING UNDER THE INFLUENCE ALCOHOL
02102,OPERATING UNDER INFLUENCE - DRUGS
02102,OPERATING UNDER THE INFLUENCE DRUGS
02201,LIQUOR - INVOLVING MINORS
02202,LIQUOR - ILLEGAL SALES - KEEPING - EXPOSING
02204,LIQUOR - VIOLATION
02204,LIQUOR LAW VIOLATION
02401,AFFRAY
02403,DISTURBING THE PEACE
02405,DISORDERLY CONDUCT
02405,DISORDERLY PERSON
02407,ANNOYING AND ACCOSTIN
02407,ANNOYING AND ACCOSTING
02511,KIDNAPPING - ENTICING OR ATTEMPTED
02602,FIRE REPORT/ALARM - FALSE
02604,EXTORTION OR BLACKMAIL
02605,CONTRIBUTING TO DELINQUENCY OF MINOR
02606,PRISONER - ATTEMPT TO RESCUE
02606,PRISONER ATTEMPT TO RESCUE
02608,CHINS
02609,DRUGS - GLUE INHALATION
02610,TRESPASSING
02611,ABDUCTION - INTICING
02612,FIRE REPORT/ALARM - FALSE
02613,ANIMAL ABUSE
02616,POSSESSION OF BURGLARIOUS TOOLS
02617,CONSPIRACY EXCEPT DRUG LAW
02618,EXPLOSIVES - POSSESSION OR USE
02619,FUGITIVE FROM JUSTICE
02622,KIDNAPPING - FORCE
02622,KIDNAPPING/CUSTODIAL KIDNAPPING
02623,OBSCENE MATERIALS - PORNOGRAPHY
02624,VAL - OPERATING W/O AUTHORIZATION LAWFUL
02628,OBSCENE PHONE CALLS
02629,HARASSMENT
02631,PROPERTY - CONCEALING LEASED
02632,EVADING FARE
02633,RUNAWAY
02636,PRISONER - ESCAPE
02636,PRISONER ESCAPE / ESCAPE & RECAPTURE
02641,VIOLATION - HAWKER AND PEDDLER
02642,TRUANCY
02642,TRUANCY / RUNAWAY
02646,LIQUOR - DRINKING IN PUBLIC
02647,THREATS TO DO BODILY HARM
02648,BOMB THREAT
02650,VIOLATION - AUTO RENTAL LAWS
02651,HARBOR - VIOL. REGS. & STATUTES
02657,VIOLATION - CITY ORDINANCE
02658,VIOLATION - HACKNEY REGS
02660,OTHER OFFENSE
02662,BALLISTICS EVIDENCE/FOUND
02663,VIOLATION - CITY ORDINANCE CONSTRUCTION PERMIT
02664,CUSTODIAL KIDNAPPING
02665,OTHER SERVICE/EVENT
02667,PRISONER - SUICIDE
02668,PRISONER - ESCAPE AND RECAPTURED
02670,CRIMINAL HARASSMENT
02670,CRIMINAL HARRASSMENT
02672,BIOLOGICAL THREATS
02801,PARKING VIOLATION
02900,VAL - VIOLATION OF AUTO LAW - OTHER
02901,VAL - FAILING TO SLOW - INTERSECTION
02902,VAL - DRIVING TO ENDANGER
02903,VAL - SPEEDING
02904,VAL - TRAFFIC SIGNALS
02905,VAL - OPERATING WITHOUT LICENSE
02906,VAL - OPERATING UNREG/UNINS  CAR
02906,VAL - OPERATING UNREG/UNINS CAR
02907,M/V - LEAVING SCENE - PROPERTY DAMAGE
02907,VAL - OPERATING AFTER REV/SUSP.
02908,M/V - LEAVING SCENE - PERSONAL INJURY
02909,VAL - M/V STICKER
02910,VAL - OPERATING AFTER REV/SUSP.
02911,VAL - USING M/V W/O AUTHORITY UNLAWFUL
02912,VAL - M/V CURFEW RESTRICTING 16-18Y
02913,VAL - REFUSING TO STOP FOR POLICE
02914,VAL - OPERATING W/O AUTHORIZATION LAWFUL
02915,VAL - MISCELLANEOUS
02916,VAL - PEDESTRIAN LAW
02917,TOWED M/V FOR INVESTIGATION
03001,DEATH INVESTIGATION
03002,ANIMAL CONTROL - DOG BITES - ETC.
03004,INJURY BICYCLE NO M/V INVOLVED
03006,SICK/INJURED/MEDICAL - PERSON
03007,SUDDEN DEATH
03008,SUICIDE
03008,SUICIDE / SUICIDE ATTEMPT
03009,SUICIDE ATTEMPT
03016,FIREARM/WEAPON - ACCIDENTAL INJURY
03016,FIREARM/WEAPON - ACCIDENTAL INJURY / DEATH
03017,FIREARM/WEAPON - ACCIDENTAL DEATH
03018,SICK/INJURED/MEDICAL - POLICE
03021,DRUGS - SICK ASSIST - HEROIN
03022,DRUGS - SICK ASSIST - OTHER NARCOTICS
03023,DRUGS - SICK ASSIST - HARMFUL DRUG
03029,PRISONER - SUICIDE / SUICIDE ATTEMPT
03029,PRISONER - SUICIDE ATTEMPT
03040,DEATH INVESTIGATION
03102,INVESTIGATION FOR ANOTHER AGENCY
03106,PROPERTY - ACCIDENTAL DAMAGE
03107,EXPLOSIONS
03108,"FIRE REPORT - HOUSE, BUILDING, ETC."
03109,SERVICE TO OTHER PD INSIDE OF MA.
03110,SERVICE TO OTHER PD OUTSIDE OF MA.
03111,LICENSE PREMISE VIOLATION
03112,LANDLORD - TENANT SERVICE
03114,INVESTIGATE PROPERTY
03115,INVESTIGATE PERSON
03116,HARBOR INCIDENT / VIOLATION
03116,HARBOR INCIDENTS
03117,LABOR & STRIKE REPORT
03119,FIREARM/WEAPON - FOUND OR CONFISCATED
03122,AIRCRAFT INCIDENTS
03123,EXPLOSIVES - TURNED IN OR FOUND
03125,WARRANT ARREST
03130,SEARCH WARRANT
03151,HARASSING PHONE CALLS
03152,INVESTIGATION FOR ANOTHER AGENCY
03160,"FIRE REPORT - CAR, BRUSH, ETC."
03160,"FIRE REPORT - CAR, BRUSH, ETC"
03170,INTIMIDATING WITNESS
03201,PROPERTY - LOST
03202,PROPERTY - LOST THEN LOCATED
03203,FIREARM/WEAPON - LOST
03204,FIREARM/WEAPON - LOST THEN LOCATED
03205,M/V PLATES - LOST
03206,M/V PLATES - LOST THEN LOCATED
03207,PROPERTY - FOUND
03208,PROPERTY - MISSING
03209,PROPERTY - MISSING THEN LOCATED
03210,PROPERTY - ABANDONED
03301,VERBAL DISPUTE
03302,GATHERING CAUSING ANNOYANCE
03303,NOISY PARTY/RADIO-ARREST
03303,NOISY PARTY/RADIO/ETC.
03304,NOISY PARTY/RADIO-NO ARREST
03305,DEMONSTRATIONS / RIOT
03305,DEMONSTRATIONS/RIOT
03402,ANIMAL INCIDENTS
03403,PROTECTIVE CUSTODY / SAFEKEEPING
03403,SAFEKEEPING
03404,ESCORT DUTY
03408,POLICE SERVICES - TRAFFIC ETC.
03410,TOWED MOTOR VEHICLE
03412,LOCKOUT SERVICE
03414,PROTECTIVE CUSTODY - ALCOHOL
03501,MISSING PERSON
03502,MISSING PERSON - LOCATED
03503,MISSING PERSON - NOT REPORTED - LOCATED
03612,RACIAL - RELIGIOUS REPORT
03620,REPORT AFFECTING OTHER DEPTS.
03625,DANGEROUS OR HAZARDOUS CONDITION
03701,M/V ACCIDENT - PROPERTY DAMAGE
03702,M/V ACCIDENT - PERSONAL INJURY
03704,M/V ACCIDENT - POLICE VEHICLE
03706,M/V ACCIIDENT - OTHER CITY VEHICLE
03709,M/V ACCIDENT - INVOLVING BICYCLE
03712,M/V ACCIDENT - OTHER
03801,M/V ACCIDENT - OTHER
03802,M/V ACCIDENT - PROPERTY  DAMAGE
03803,M/V ACCIDENT - PERSONAL INJURY
03805,M/V ACCIDENT - POLICE VEHICLE
03807,M/V ACCIDENT - OTHER CITY VEHICLE
03810,M/V ACCIDENT - INVOLVING  BICYCLE - INJURY
03811,M/V ACCIDENT - INVOLVING BICYCLE - NO INJURY
03820,M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY
03821,M/V ACCIDENT - INVOLVING PEDESTRIAN - NO INJURY
03830,M/V - LEAVING SCENE - PERSONAL INJURY
03831,M/V - LEAVING SCENE - PROPERTY DAMAGE
